ID,Country,Specialization,How did you hear about Us,Current_Occupation,What matters most to you in choosing a course,Origin,Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Purchased
4700,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
4701,,Human Resource Management,,Housewife,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,Email Opened,Yes
4702,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
4703,India,Healthcare Management,Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,990,3,Email Opened,No
4704,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,9,87,4.5,SMS Sent,Yes
4705,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
4706,India,Retail Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,7,1402,7,SMS Sent,No
4707,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,165,3,Email Opened,No
4708,,Human Resource Management,,Unemployed,Better Career Prospects,Lead Add Form,Welingak Website,No,No,0,0,0,SMS Sent,Yes
4709,India,Operations Management,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,1237,2,SMS Sent,Yes
4710,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,1,45,1,Converted to Lead,No
4711,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
4712,India,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,5,345,2.5,Email Opened,No
4713,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,4,16,4,Email Link Clicked,No
4714,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,6,246,3,Page Visited on Website,No
4715,,,,,,API,Olark Chat,No,No,0,0,0,SMS Sent,No
4716,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
4717,India,Finance Management,,,,Landing Page Submission,Organic Search,Yes,No,3,225,3,SMS Sent,No
4718,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,1590,3,SMS Sent,Yes
4719,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,154,4,Page Visited on Website,No
4720,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,1436,2.5,Email Opened,Yes
4721,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,2,312,2,Email Opened,No
4722,India,Business Administration,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,5,106,5,Email Opened,No
4723,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,Yes,No,8,170,4,Email Bounced,No
4724,,,,Unemployed,Better Career Prospects,Lead Add Form,Welingak Website,No,No,0,0,0,Email Link Clicked,Yes
4725,India,Hospitality Management,Social Media,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,709,4,Page Visited on Website,Yes
4726,India,Marketing Management,,Unemployed,Better Career Prospects,API,Google,No,No,3,260,1.5,Olark Chat Conversation,No
4727,India,Business Administration,Multiple Sources,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,1708,4,Email Opened,No
4728,India,Finance Management,Word Of Mouth,,,Landing Page Submission,Direct Traffic,No,No,3,12,3,Email Link Clicked,No
4729,India,,,Unemployed,Better Career Prospects,API,Google,No,No,4,609,2,Page Visited on Website,No
4730,India,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,148,4,Email Opened,No
4731,India,Operations Management,Other,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,Yes,No,2,271,2,Email Bounced,No
4732,India,Operations Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,89,3,Email Opened,Yes
4733,,Finance Management,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
4734,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,Yes
4735,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,1680,2,SMS Sent,Yes
4736,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,Yes
4737,India,Human Resource Management,Other,Unemployed,Better Career Prospects,Landing Page Submission,Google,Yes,No,6,347,6,SMS Sent,No
4738,India,"Banking, Investment And Insurance",Multiple Sources,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,8,1620,4,Email Opened,Yes
4739,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,7,845,7,Email Link Clicked,Yes
4740,India,E-COMMERCE,,,,Landing Page Submission,Direct Traffic,No,No,2,267,2,SMS Sent,Yes
4741,India,,,Unemployed,Better Career Prospects,API,Direct Traffic,No,No,4,1054,1.33,Email Opened,Yes
4742,India,Finance Management,,,,Landing Page Submission,Direct Traffic,No,No,1,206,1,Converted to Lead,No
4743,India,Business Administration,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,1101,3,SMS Sent,Yes
4744,India,Supply Chain Management,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,2,1507,2,SMS Sent,Yes
4745,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,SMS Sent,No
4746,India,International Business,,,,Landing Page Submission,Direct Traffic,No,No,4,84,4,SMS Sent,No
4747,India,E-COMMERCE,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,21,4,SMS Sent,No
4748,India,Travel and Tourism,,,,Landing Page Submission,Direct Traffic,Yes,No,3,154,3,Page Visited on Website,No
4749,India,Business Administration,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,8,387,8,SMS Sent,Yes
4750,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
4751,India,Marketing Management,Multiple Sources,,,Landing Page Submission,Direct Traffic,No,No,2,1380,2,SMS Sent,Yes
4752,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,8,96,8,SMS Sent,No
4753,India,Human Resource Management,Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,286,5,SMS Sent,No
4754,India,Business Administration,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,5,1880,5,Email Opened,Yes
4755,,,,Unemployed,Better Career Prospects,API,Olark Chat,Yes,No,0,0,0,Email Bounced,No
4756,India,E-COMMERCE,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,Yes,No,8,77,8,SMS Sent,No
4757,India,Human Resource Management,Other,,,Landing Page Submission,Google,No,No,2,416,2,Email Opened,No
4758,India,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,10,568,5,SMS Sent,Yes
4759,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,4,1082,4,Page Visited on Website,Yes
4760,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
4761,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,Yes,No,4,426,4,Page Visited on Website,No
4762,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,30,2,Email Opened,Yes
4763,India,Hospitality Management,,Student,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,7,32,7,Email Opened,No
4764,India,Finance Management,,,,Landing Page Submission,Direct Traffic,Yes,No,1,431,1,Email Bounced,No
4765,India,Hospitality Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,1276,4,SMS Sent,No
4766,India,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,980,2,Page Visited on Website,Yes
4767,India,Operations Management,,,,Landing Page Submission,Direct Traffic,No,No,4,1886,2,Email Opened,Yes
4768,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
4769,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
4770,India,Operations Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,9,185,3,Email Opened,Yes
4771,India,,,,,API,Google,No,No,2,1220,2,Email Opened,No
4772,,Operations Management,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
4773,,Finance Management,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
4774,,Marketing Management,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
4775,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,Yes
4776,,Operations Management,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
4777,,IT Projects Management,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
4778,,Operations Management,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
4779,,Human Resource Management,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,Email Opened,No
4780,,Finance Management,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,Email Link Clicked,Yes
4781,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
4782,,"Banking, Investment And Insurance",,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
4783,,Human Resource Management,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
4784,,Finance Management,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
4785,,Business Administration,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
4786,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,1217,1,Olark Chat Conversation,No
4787,,Marketing Management,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
4788,India,Finance Management,,,,Landing Page Submission,Google,No,No,5,236,2.5,SMS Sent,No
4789,,Finance Management,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
4790,India,IT Projects Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,1486,2,SMS Sent,Yes
4791,India,Services Excellence,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,12,2,Email Opened,No
4792,,Human Resource Management,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
4793,,,,Student,Better Career Prospects,API,Olark Chat,Yes,No,0,0,0,Email Bounced,No
4794,India,Business Administration,,Working Professional,Better Career Prospects,Landing Page Submission,Organic Search,No,No,4,1189,4,SMS Sent,Yes
4795,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,1177,1,SMS Sent,Yes
4796,India,Rural and Agribusiness,,Working Professional,Better Career Prospects,API,Organic Search,No,No,4,918,2,Page Visited on Website,Yes
4797,India,,,,,API,Google,No,No,3,18,1.5,Email Opened,No
4798,India,Healthcare Management,,,,Landing Page Submission,Direct Traffic,No,No,3,1105,3,SMS Sent,Yes
4799,India,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,1,260,1,Converted to Lead,No
4800,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,8,1651,8,SMS Sent,Yes
4801,,,,,,API,Olark Chat,Yes,No,0,0,0,Olark Chat Conversation,No
4802,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,773,4,Email Opened,Yes
4803,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,2,1198,1,SMS Sent,Yes
4804,India,Finance Management,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,1598,2,SMS Sent,Yes
4805,,,,Unemployed,Better Career Prospects,Lead Add Form,,No,No,0,0,0,Email Opened,Yes
4806,India,Business Administration,,,,Landing Page Submission,Direct Traffic,No,No,2,177,2,SMS Sent,No
4807,India,Operations Management,Other,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,212,5,Email Opened,No
4808,India,,,,,API,Google,No,No,2,1378,2,SMS Sent,Yes
4809,India,Healthcare Management,Multiple Sources,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,6,425,6,Email Opened,No
4810,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,4,976,4,SMS Sent,Yes
4811,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,Yes
4812,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,746,2,Email Opened,No
4813,,,,Unemployed,Better Career Prospects,Lead Add Form,Welingak Website,No,No,0,0,0,SMS Sent,Yes
4814,India,,,,,API,Google,No,No,3,1114,3,Email Opened,No
4815,India,"Banking, Investment And Insurance",Other,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,6,324,3,Email Opened,No
4816,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,5,519,5,SMS Sent,Yes
4817,India,Human Resource Management,,Unemployed,Better Career Prospects,API,Google,No,No,3,1341,3,SMS Sent,Yes
4818,India,Business Administration,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,1136,2.5,Page Visited on Website,No
4819,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,5,3,Email Opened,No
4820,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,7,242,3.5,Page Visited on Website,Yes
4821,India,Supply Chain Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,1353,3,Email Opened,No
4822,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,682,2,Email Opened,No
4823,India,Marketing Management,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,1826,2.5,Email Opened,Yes
4824,India,Human Resource Management,Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,Yes,No,2,125,2,Unsubscribed,No
4825,India,,,,,API,Organic Search,No,No,4,956,1.33,SMS Sent,No
4826,India,,,,,API,Google,No,No,3,815,1.5,SMS Sent,Yes
4827,India,Finance Management,Multiple Sources,,,Landing Page Submission,Google,No,No,5,1411,5,SMS Sent,Yes
4828,India,Services Excellence,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,7,1010,2.33,SMS Sent,Yes
4829,India,Supply Chain Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,3,1174,3,Converted to Lead,No
4830,India,,,,,API,Google,No,No,3,100,1.5,Email Opened,No
4831,,,,Unemployed,Better Career Prospects,Lead Add Form,Welingak Website,No,No,0,0,0,SMS Sent,Yes
4832,,,,Unemployed,Better Career Prospects,Lead Add Form,,No,No,0,0,0,SMS Sent,Yes
4833,,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,3,1678,3,Email Opened,Yes
4834,India,Travel and Tourism,,,,Landing Page Submission,Direct Traffic,No,No,7,1164,7,SMS Sent,Yes
4835,India,,,,,API,Google,No,No,2,139,2,SMS Sent,Yes
4836,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
4837,India,"Banking, Investment And Insurance",Advertisements,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,Yes,No,1,296,1,Email Bounced,No
4838,India,Travel and Tourism,,Unemployed,Better Career Prospects,API,Google,No,No,3,1510,3,Email Opened,Yes
4839,,Finance Management,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
4840,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,8,1255,8,Email Opened,Yes
4841,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,4,153,4,SMS Sent,No
4842,Germany,Operations Management,Student of SomeSchool,,,Landing Page Submission,Direct Traffic,No,No,4,231,4,Form Submitted on Website,No
4843,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
4844,,,,Unemployed,Better Career Prospects,Lead Add Form,,No,No,0,0,0,SMS Sent,Yes
4845,India,Business Administration,Online Search,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,1502,2,SMS Sent,Yes
4846,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
4847,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,308,4,SMS Sent,No
4848,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,7,1237,7,SMS Sent,Yes
4849,India,Rural and Agribusiness,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,347,4,Email Opened,No
4850,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Approached upfront,Yes
4851,India,E-COMMERCE,,,,Landing Page Submission,Direct Traffic,No,No,4,391,4,Page Visited on Website,Yes
4852,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,1310,1,SMS Sent,Yes
4853,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,2,253,2,SMS Sent,Yes
4854,India,Business Administration,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,6,115,6,SMS Sent,No
4855,India,Media and Advertising,,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,421,2.5,Email Opened,No
4856,,,,,,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
4857,,Marketing Management,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
4858,,,,,,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
4859,India,Operations Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,1388,4,SMS Sent,Yes
4860,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
4861,India,Media and Advertising,Word Of Mouth,Working Professional,Better Career Prospects,Landing Page Submission,Google,No,No,7,1398,3.5,SMS Sent,Yes
4862,India,Operations Management,Student of SomeSchool,,,Landing Page Submission,Google,No,No,5,235,5,SMS Sent,Yes
4863,India,Human Resource Management,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,1007,2,SMS Sent,Yes
4864,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,6,1399,6,Email Opened,Yes
4865,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
4866,India,Services Excellence,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,1383,3,SMS Sent,Yes
4867,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,325,3,Email Opened,No
4868,India,Business Administration,,,,Landing Page Submission,Direct Traffic,No,No,4,1005,1.33,SMS Sent,Yes
4869,India,Finance Management,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,5,803,2.5,SMS Sent,Yes
4870,India,Human Resource Management,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,1321,2,Email Opened,Yes
4871,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
4872,India,,,Unemployed,Better Career Prospects,API,Direct Traffic,No,No,5,1533,2.5,Email Opened,No
4873,India,Business Administration,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,41,2,Email Opened,Yes
4874,India,Supply Chain Management,,,,Landing Page Submission,Direct Traffic,No,No,4,128,4,SMS Sent,Yes
4875,India,E-Business,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,Yes,No,3,231,3,SMS Sent,No
4876,India,Marketing Management,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,1115,4,Page Visited on Website,Yes
4877,India,,Other,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,5,91,2.5,Olark Chat Conversation,No
4878,India,Business Administration,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,1148,4,SMS Sent,Yes
4879,India,Marketing Management,,Working Professional,Better Career Prospects,API,Google,No,No,2,916,2,Email Opened,Yes
4880,,,,Unemployed,Better Career Prospects,Lead Add Form,Welingak Website,No,No,0,0,0,Email Opened,Yes
4881,India,Media and Advertising,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,1436,5,Email Opened,Yes
4882,India,E-Business,,Student,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,913,4,Email Opened,Yes
4883,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,Yes
4884,India,,,,,API,Google,Yes,No,2,56,2,Email Bounced,No
4885,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,497,5,Email Opened,No
4886,India,Finance Management,Online Search,,,Landing Page Submission,Direct Traffic,No,No,4,1192,4,SMS Sent,Yes
4887,,,,,,API,Olark Chat,Yes,No,0,0,0,SMS Sent,No
4888,India,Travel and Tourism,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,458,3,Email Opened,No
4889,India,,,,,API,Google,No,No,13,58,2.6,Olark Chat Conversation,No
4890,India,,,,,API,Google,Yes,No,7,212,1.75,Page Visited on Website,No
4891,,Marketing Management,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,Email Opened,Yes
4892,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,Yes
4893,India,Finance Management,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,3,1076,1,Form Submitted on Website,Yes
4894,India,IT Projects Management,Multiple Sources,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,395,2,SMS Sent,No
4895,,Marketing Management,,,,Landing Page Submission,Direct Traffic,No,No,4,770,4,SMS Sent,No
4896,India,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,11,78,5.5,Email Opened,No
4897,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,2,1236,2,SMS Sent,Yes
4898,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,8,1677,2,Page Visited on Website,No
4899,,,,,,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
4900,India,Healthcare Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,6,246,6,Email Opened,Yes
4901,,,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,,1672,,,Yes
4902,India,,,,,API,Google,No,No,2,693,1,SMS Sent,Yes
4903,,,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,,1464,,,Yes
4904,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,12,150,3,Email Opened,No
4905,India,,,,,API,Google,No,No,2,1273,2,Page Visited on Website,No
4906,,,,,,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
4907,India,,,,,API,Google,No,No,2,102,2,SMS Sent,No
4908,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,256,3,Form Submitted on Website,No
4909,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
4910,,Marketing Management,,Working Professional,Better Career Prospects,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
4911,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
4912,India,,,,,API,Google,No,No,4,452,1.33,Olark Chat Conversation,No
4913,India,Supply Chain Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,350,3,Olark Chat Conversation,No
4914,,Marketing Management,,Working Professional,Better Career Prospects,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
4915,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,9,165,4.5,Email Opened,No
4916,India,Operations Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,47,2,Email Opened,No
4917,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
4918,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
4919,India,,,,,API,Google,No,No,3,53,1.5,SMS Sent,No
4920,,,,,,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
4921,,,,,,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
4922,India,,,,,API,Google,No,No,2,170,2,Email Link Clicked,No
4923,United Arab Emirates,Finance Management,,,,Landing Page Submission,Direct Traffic,No,No,3,1742,3,Email Opened,Yes
4924,India,,,,,API,Google,Yes,No,3,1040,3,SMS Sent,Yes
4925,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,30,2,SMS Sent,Yes
4926,India,Finance Management,Other,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,827,4,Page Visited on Website,Yes
4927,India,Marketing Management,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Google,Yes,No,6,1668,6,SMS Sent,Yes
4928,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,2,1795,2,SMS Sent,Yes
4929,,,,,,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
4930,India,Supply Chain Management,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,12,1117,2.4,Page Visited on Website,Yes
4931,India,Marketing Management,Online Search,,,Landing Page Submission,Google,No,No,2,1542,2,Email Opened,Yes
4932,India,,,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,6,262,6,SMS Sent,No
4933,India,"Banking, Investment And Insurance",Social Media,Unemployed,Better Career Prospects,Landing Page Submission,Google,Yes,No,2,1016,2,Email Bounced,No
4934,,Media and Advertising,,Working Professional,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
4935,India,Finance Management,,Working Professional,Better Career Prospects,API,Google,No,No,3,130,3,SMS Sent,Yes
4936,India,Marketing Management,,Working Professional,Better Career Prospects,API,Google,No,No,6,1094,2,SMS Sent,Yes
4937,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,2,336,2,Email Opened,No
4938,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,234,3,SMS Sent,No
4939,India,Human Resource Management,SMS,,,Landing Page Submission,Google,No,No,2,31,2,SMS Sent,No
4940,,Marketing Management,,Working Professional,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
4941,India,Marketing Management,,Working Professional,Better Career Prospects,API,Google,No,No,4,926,4,SMS Sent,Yes
4942,India,Operations Management,,Working Professional,Better Career Prospects,API,Google,No,No,2,970,1,SMS Sent,Yes
4943,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,1360,3,SMS Sent,Yes
